시군구코드,지정년도,지정번호,신청일자,지정일자,업소명,소재지도로명,소재지지번,허가(신고)번호,업태명,주된음식,영업장면적(㎡),행정동명,급수시설구분,소재지전화번호
3220000,2022,303,20221104,20221104,보슬보슬 압구정본점,"서울특별시 강남구 압구정로 216, 코끼리상가 지상1층 16,17,18,19호 (신사동)",서울특별시 강남구 신사동  615번지 1호  코끼리상가,3220000-101-2022-00484,한식,"김밥, 분식류",138.15,신사동,,
3220000,2022,324,20221104,20221104,남도랑,"서울특별시 강남구 역삼로5길 5, (역삼동,지상1층)",서울특별시 강남구 역삼동  830번지 22호  지상1층,3220000-101-2007-00062,한식,매운탕,141.16,역삼1동,상수도전용,
3220000,2021,4,20211116,20211116,논골집,"서울특별시 강남구 논현로12길 16, 지상1층 (개포동)",서울특별시 강남구 개포동  1197번지  ,3220000-101-1998-19125,한식,"갈비, 안창살 구이",148.5,개포1동,상수도전용,02 5499930
3220000,2022,252,20221104,20221104,해남집,"서울특별시 강남구 강남대로160길 16, (신사동,지상1층)",서울특별시 강남구 신사동  508번지 3호  지상1층,3220000-101-2004-01318,한식,남도음식,125.62,신사동,상수도전용,02 5177050
3220000,2022,330,20221104,20221104,윤화돈까스 기사식당,"서울특별시 강남구 도곡로 221, (역삼동,셀라빌딩1층)",서울특별시 강남구 역삼동  787번지 12호  셀라빌딩1층,3220000-101-2011-00213,한식,돈까스,214.5,역삼2동,상수도전용,
3220000,2010,58,20100210,20100210,카페비스타,"서울특별시 강남구 영동대로 737, (청담동,지상1층)",서울특별시 강남구 청담동  53번지 7호  지상1층,3220000-101-1999-20198,경양식,한우우거지,471,청담동,상수도전용,02 5413111
3220000,2010,58,20100210,20100210,와인앤다인,"서울특별시 강남구 영동대로 737, (청담동,1층)",서울특별시 강남구 청담동  53번지 7호  1층,3220000-101-1987-07219,한식,삭스핀,489.05,청담동,상수도전용,02 5413111
3220000,2022,222,20221104,20221104,대운정,"서울특별시 강남구 헌릉로569길 9, 2층 201호 (세곡동, 강남지웰파인즈)",서울특별시 강남구 세곡동  587번지  ,3220000-101-2017-00224,일식,초밥정식,128.2,세곡동,,
3220000,2019,359,20190930,20191128,남도사계고운님,"서울특별시 강남구 삼성로81길 22, 한정빌딩 지상2층 (대치동)",서울특별시 강남구 대치동  894번지 5호  한정빌딩,3220000-101-2018-01208,한식,"도다리,전어,생굴",298.49,대치1동,,02  562 9292
3220000,2015,4,20151106,20151106,주식회사 원강,"서울특별시 강남구 학동로6길 16, (논현동,1층)",서울특별시 강남구 논현동  122번지 18호  1층,3220000-101-2011-00859,한식,소고기 등심 구이,141,논현1동,,34451598
3220000,2010,56,20100210,20100210,무등산,"서울특별시 강남구 선릉로146길 3, (청담동,지상1,2,3층)","서울특별시 강남구 청담동  1번지 15호  지상1,2,3층",3220000-101-1999-19860,한식,고기구이,466.9,청담동,상수도전용,02 5184001
3220000,2019,376,20191128,20190930,오레노카츠,"서울특별시 강남구 삼성로81길 37, 1층 (대치동)",서울특별시 강남구 대치동  901번지 38호  1층,3220000-101-2013-01039,한식,수제생돈가스,117,대치4동,,02  565 5123
3220000,2014,16,20141006,20141006,(주)아리양,"서울특별시 강남구 봉은사로 317, (논현동,지상1층)",서울특별시 강남구 논현동  277번지 20호  지상1층,3220000-101-2011-00759,한식,양대창,312,논현1동,,
3220000,2015,6,20151106,20151106,이남장영동점,"서울특별시 강남구 봉은사로108길 21, (삼성동)",서울특별시 강남구 삼성동  165번지 12호  ,3220000-101-1993-15651,한식,설렁탕,99.93,삼성1동,상수도전용,205698726
3220000,2010,24,20100210,20100210,수서골목냉면,"서울특별시 강남구 광평로 232, (수서동,지상1층)",서울특별시 강남구 수서동  462번지 5호  지상1층,3220000-101-2001-24211,한식,냉면,99.21,수서동,상수도전용,02 4517157
3220000,2010,24,20100210,20100210,일미원,,"서울특별시 강남구 수서동  산 449번지 15호  지상1층,지하1층",3220000-101-2001-23872,한식,복,211.57,수서동,,234120084
3220000,2010,26,20100210,20100210,최가네버섯매운탕칼국수,"서울특별시 강남구 도산대로51길 36, (신사동,지상2,3층)","서울특별시 강남구 신사동  655번지 0호  지상2,3층",3220000-101-2005-00157,한식,버섯칼국수,284.78,압구정동,상수도전용,02 5477676
3220000,2010,25,20100210,20100210,오미가,"서울특별시 강남구 논현로 833, (신사동)",서울특별시 강남구 신사동  585번지 0호  ,3220000-101-1998-00561,한식,한정식,337.43,신사동,상수도전용,02 5431145
3220000,2016,151,20161125,20161125,(주)정성담에프앤비,"서울특별시 강남구 언주로173길 8, 1층 (신사동)",서울특별시 강남구 신사동  617번지 9호  ,3220000-101-2003-00336,한식,한정식,179.58,신사동,상수도전용,54580765
3220000,2010,25,20100210,20100210,한일관,"서울특별시 강남구 압구정로38길 14, (신사동,지하1,지상1~5층)","서울특별시 강남구 신사동  619번지 4호  지하1,지상1~5층",3220000-101-2008-00986,한식,"한정식,불고기,갈비탕,비빔밥,냉면",2054.77,압구정동,상수도전용,02  733 5333
3220000,2010,25,20100210,20100210,옛날집 도산사거리점,"서울특별시 강남구 언주로153길 12, (신사동,지하1층)",서울특별시 강남구 신사동  626번지 70호  지하1층,3220000-101-2003-00911,중국식,된장찌개,423,압구정동,상수도전용,5155867
3220000,2010,25,20100210,20100210,연타발,"서울특별시 강남구 도산대로 231, (신사동,지상2,3층)","서울특별시 강남구 신사동  629번지 32호  지상2,3층",3220000-101-2006-00728,경양식,곱창,710.04,압구정동,상수도전용,02  545 4248
3220000,2010,13,20100210,20100210,한우리외식산업(주),"서울특별시 강남구 도산대로 304, (논현동)",서울특별시 강남구 논현동  91번지 18호  ,3220000-101-1984-16854,한식,,1729.1,논현2동,상수도전용,02 5453336
3220000,2010,14,20100210,20100210,마산아구찜,"서울특별시 강남구 남부순환로 2915, (대치동,지상2층)",서울특별시 강남구 대치동  628번지 0호  지상2층,3220000-101-2001-24436,한식,,148.5,대치1동,상수도전용,02 5562945
3220000,2010,52,20100210,20100210,화기애애(강남1호점),"서울특별시 강남구 강남대로106길 12, (역삼동,지하1, 지상1,2,3층)","서울특별시 강남구 역삼동  813번지 1호  지하1, 지상1,2,3층",3220000-101-2008-00535,분식,갈비살,359.76,역삼1동,상수도전용,
3220000,2014,159,20141006,20141006,봉우리,"서울특별시 강남구 논현로94길 25-3, (역삼동)",서울특별시 강남구 역삼동  670번지 20호  ,3220000-101-2013-00748,한식,한정식,594.02,역삼1동,,
3220000,2021,308,20201001,20211116,애란궁,"서울특별시 강남구 광평로 220-12, 지1층,지상1층 (수서동)","서울특별시 강남구 수서동  490번지 4호  지하1,지상1",3220000-101-2013-00075,한식,,218.6,수서동,,
3220000,2021,232,20181001,20211116,신복면관,"서울특별시 강남구 테헤란로4길 6, 지하1층 B126,127호 (역삼동, 센트럴애비뉴)",서울특별시 강남구 역삼동  825번지 19호  ,3220000-101-2015-01170,한식,,110.14,역삼1동,,25631520
3220000,2016,126,20161125,20161125,고궁수라간 코엑스점,"서울특별시 강남구 테헤란로87길 22, 지하1층 Q104호 (삼성동)",서울특별시 강남구 삼성동  159번지 6호  ,3220000-101-2014-00847,한식,전주전통비빔밥,65.62,삼성1동,,
3220000,2016,123,20161125,20161125,소풍,"서울특별시 강남구 테헤란로87길 22, 지하1층 Q101호 (삼성동, 한국도심공항터미널)",서울특별시 강남구 삼성동  159번지 6호  한국도심공항터미널 지하1층-Q101,3220000-101-2014-00907,분식,김밥,65.62,삼성1동,,
3220000,2016,125,20161125,20161125,쭈불앤쭈불,"서울특별시 강남구 테헤란로87길 22, 지하1층 Q121호 (삼성동, 한국도심공항터미널)",서울특별시 강남구 삼성동  159번지 6호  한국도심공항터미널 지하1층-Q121,3220000-101-2014-00940,한식,쭈꾸미소불고기,71.23,삼성1동,,
3220000,2014,29,20141001,20141006,(주)광양불고기본가,"서울특별시 강남구 테헤란로 124, 삼원타워 지상1층,2층 102호,201호 (역삼동)",서울특별시 강남구 역삼동  823번지  삼원타워,3220000-101-2004-00775,한식,불고기,669.51,역삼1동,상수도전용,02 5675877
3220000,2014,44,20141006,20141006,통영집,"서울특별시 강남구 논현로 511, (역삼동,지하1층)",서울특별시 강남구 역삼동  641번지 20호  지하1층,3220000-101-2010-00211,한식,생선,281.7,역삼1동,상수도전용,
3220000,2021,311,20201001,20211116,영동올뱅이집,"서울특별시 강남구 개포로22길 16, (개포동,지상1층)",서울특별시 강남구 개포동  1231번지 7호  지상1층,3220000-101-2003-00919,한식,국밥,140,개포4동,상수도전용,5733528
3220000,2010,61,20100730,20100915,노란상 소갈비 강남직영점,"서울특별시 강남구 테헤란로8길 11-7, (역삼동)",서울특별시 강남구 역삼동  823번지 6호  ,3220000-101-1991-17748,일식,삼겹살 구이,149.4,역삼1동,상수도전용,02 5652145
3220000,2012,8,20120706,20120706,신의주찹쌀순대,"서울특별시 강남구 양재대로27길 6, (일원동,지상1층)",서울특별시 강남구 일원동  685번지 7호  지상1층,3220000-101-2010-00937,한식,순대국밥,102.47,일원1동,상수도전용,
3220000,2016,175,20161125,20161125,백억하누,"서울특별시 강남구 테헤란로5길 29, 1,2층 (역삼동)",서울특별시 강남구 역삼동  817번지 26호  ,3220000-101-2014-01259,한식,한우불고기,257.73,역삼1동,,
3220000,2010,3,20100210,20100210,황금돼지,"서울특별시 강남구 개포로24길 5, 1층 (개포동)",서울특별시 강남구 개포동  1216번지 10호  ,3220000-101-1993-15116,한식,구이,114.33,개포1동,상수도전용,02 5776667
3220000,2016,121,20161112,20161125,반하는 보쌈&밥상,"서울특별시 강남구 영동대로 513, 지하1층 M103호 (삼성동, 컨벤션센터 코엑스몰)",서울특별시 강남구 삼성동  159번지 1호  컨벤션센터 코엑스몰 지하1층-M103,3220000-101-2006-00879,한식,보쌈,78.3,삼성1동,상수도전용,
3220000,2014,40,20141006,20141006,압구정 샤브샤브,"서울특별시 강남구 논현로175길 42, 지상2층 (신사동)",서울특별시 강남구 신사동  574번지 5호  지상2층,3220000-101-2011-01085,한식,샤브샤브,159,신사동,,02  515 2526
3220000,2017,466,20171010,20171124,금수복국 압구정점,"서울특별시 강남구 언주로 821, 지상2,3층 (신사동)",서울특별시 강남구 신사동  627번지 13호  ,3220000-101-2017-00117,한식,복요리,519.1,신사동,,02  542 5482
3220000,2014,6,20141006,20141006,리엔,"서울특별시 강남구 개포로28길 9, 지상1층 (개포동)","서울특별시 강남구 개포동  1214번지 1,8호  지상1층",3220000-101-2000-21216,중국식,자장면,202,개포4동,상수도전용,02 5764888
3220000,2010,18,20100210,20100210,코너스톤,"서울특별시 강남구 테헤란로 606, (대치동,지상1층)",서울특별시 강남구 대치동  995번지 14호  지상1층,3220000-101-2005-00218,경양식,파스타,654.25,대치2동,상수도전용,02 5015487
3220000,2010,18,20100210,20100210,더라운지,"서울특별시 강남구 테헤란로 606, (대치동,지상22,23층)","서울특별시 강남구 대치동  995번지 14호  지상22,23층",3220000-101-2005-00246,경양식,갈비 등,240.35,대치2동,상수도전용,02 5015487
3220000,2010,18,20100210,20100210,더팀버하우스,"서울특별시 강남구 테헤란로 606, (대치동,지하2층)",서울특별시 강남구 대치동  995번지 14호  지하2층,3220000-101-2005-00245,경양식,스시,369.61,대치2동,상수도전용,02 5015487
3220000,2023,310,20231010,20231123,대가방,"서울특별시 강남구 봉은사로 333, 지상1층 101호,102호일부호 (논현동, 선정릉역 모아엘가 퍼스트 홈)",서울특별시 강남구 논현동  278번지 4호  선정릉역 모아엘가 퍼스트 홈,3220000-101-2023-00616,중국식,"자장면, 짬뽕",495.8,논현1동,,02  544 6336
3220000,2014,33,20141006,20141006,잰부닥,"서울특별시 강남구 강남대로42길 13, (도곡동,지상1층)",서울특별시 강남구 도곡동  954번지 13호  지상1층,3220000-101-2004-01195,한식,삼겹살,236.87,도곡1동,상수도전용,02 5775046
3220000,2023,311,20231010,20231123,수백당 삼성동점,"서울특별시 강남구 선릉로 604, 지상1층 101호 (삼성동, 호산프라자)",서울특별시 강남구 삼성동  37번지  호산프라자,3220000-101-2023-00290,한식,순대전골,208.26,삼성1동,,
3220000,2023,312,20231010,20231123,석기정,"서울특별시 강남구 테헤란로84길 23, (대치동)",서울특별시 강남구 대치동  956번지 13호  ,3220000-101-1997-13688,경양식,돌솥부대찌개,78.97,대치4동,상수도전용,02 5566679
3220000,2023,314,20231010,20231123,유다까,"서울특별시 강남구 봉은사로 312, 지상1층 101호,2층 201호,202호 (역삼동, 역삼동 하나빌)",서울특별시 강남구 역삼동  681번지 26호  역삼동 하나빌,3220000-101-1994-19307,일식,회,239.22,역삼1동,상수도전용,02 5167012
3220000,2023,315,20231010,20231123,어방참치,"서울특별시 강남구 삼성로84길 32, (대치동)",서울특별시 강남구 대치동  956번지 21호  ,3220000-101-1991-19345,일식,참치회,81.14,대치2동,상수도전용,02 5582986
3220000,2023,316,20231010,20231123,베이징코야강남점,"서울특별시 강남구 논현로86길 20, (역삼동,지상1층)",서울특별시 강남구 역삼동  725번지 9호  지상1층,3220000-101-2010-00965,중국식,북경오리,484.64,역삼1동,상수도전용,
3220000,2023,317,20231010,20231123,바다풍경,"서울특별시 강남구 테헤란로113길 13, 칠성빌딩 지상1층 (삼성동)",서울특별시 강남구 삼성동  170번지 11호  칠성빌딩,3220000-101-2011-00694,일식,회,346.32,삼성1동,상수도전용,
3220000,2016,68,20161125,20161125,일공,"서울특별시 강남구 영동대로112길 61, 지상3층 (삼성동)",서울특별시 강남구 삼성동  101번지 9호  ,3220000-101-2013-00130,중국식,자장면,139.5,삼성1동,,
3220000,2023,318,20231010,20231123,어원,"서울특별시 강남구 삼성로58길 13, 지상2층 (대치동)",서울특별시 강남구 대치동  989번지 7호  ,3220000-101-2019-00924,일식,생선구이,113.4,대치1동,,02  501 3392
3220000,2014,34,20141006,20141006,신촌설렁탕,"서울특별시 강남구 선릉로 530, (삼성동,지상2층)",서울특별시 강남구 삼성동  140번지  지상2층,3220000-101-2010-01102,한식,설렁탕,209.99,삼성2동,,
3220000,2023,319,20231010,20231123,현 우동,"서울특별시 강남구 논현로149길 53, 1층 101호 (논현동)",서울특별시 강남구 논현동  11번지 1호  ,3220000-101-2018-00354,일식,우동,85.8,논현1동,,
3220000,2016,70,20161125,20161125,수담,"서울특별시 강남구 봉은사로 418, 지하1층 1호 (삼성동, 에이치에스타워)",서울특별시 강남구 삼성동  113번지 0호  에이치에스타워 지하1층-1,3220000-101-2014-00729,한식,한정식,766.19,삼성1동,,
3220000,2023,320,20231010,20231123,셀럽 앤 어？,"서울특별시 강남구 언주로 711, (논현동,지하1층)",서울특별시 강남구 논현동  71번지 2호  지하1층,3220000-101-2007-01038,뷔페식,뷔페,1145.52,논현2동,상수도전용,02  545 2222
3220000,2013,2,20130710,20130710,홍백,"서울특별시 강남구 삼성로 571, 지상1,2층 (삼성동)","서울특별시 강남구 삼성동  119번지 9호  지상1,2층",3220000-101-2011-01137,한식,한우구이,678.21,삼성2동,,
3220000,2023,321,20231010,20231123,하우마라탕,"서울특별시 강남구 강남대로94길 23, (역삼동)",서울특별시 강남구 역삼동  818번지 7호  ,3220000-101-1999-19028,중국식,마라탕,110.15,역삼1동,상수도전용,02 5657117
3220000,2016,72,20161125,20161125,대도식당,"서울특별시 강남구 삼성로 545, 1,2,3층 (삼성동)",서울특별시 강남구 삼성동  127번지 3호  ,3220000-101-2002-01099,한식,한구 구이,726.9,삼성1동,상수도전용,5612283
3220000,2011,3,20111230,20111230,해초록 사랑,"서울특별시 강남구 삼성로 539, (삼성동,지하1층)",서울특별시 강남구 삼성동  127번지 8호  지하1층,3220000-101-2007-00881,일식,활어회,322.5,삼성2동,상수도전용,5535570
3220000,2019,361,20190930,20191128,정참치,"서울특별시 강남구 삼성로81길 22, 한정빌딩 지상1층 103호 (대치동)",서울특별시 강남구 대치동  894번지 5호  한정빌딩,3220000-101-2019-00214,일식,참치,108.9,대치1동,,
3220000,2019,366,20191128,20190930,하루,"서울특별시 강남구 언주로172길 56, (신사동,1층)",서울특별시 강남구 신사동  663번지 9호  1층,3220000-101-1999-19025,분식,"돈가스,메밀",30.34,압구정동,상수도전용,02 5145557
3220000,2019,369,20191128,20190930,그림나베 학동역점,"서울특별시 강남구 논현로132길 29, 1층 (논현동)",서울특별시 강남구 논현동  85번지 1호  ,3220000-101-2018-00845,일식,"스키야키,밀푀유나베",79.3,논현1동,,
3220000,2019,371,20191128,20190930,흥부이가,"서울특별시 강남구 테헤란로4길 38-5, 지상1층 (역삼동)",서울특별시 강남구 역삼동  826번지 39호  ,3220000-101-1998-22795,한식,소한마리 소고기,104,역삼1동,상수도전용,
3220000,2019,372,20101128,20190930,교대이층집강남역점,"서울특별시 강남구 강남대로78길 14, 2층 (역삼동)",서울특별시 강남구 역삼동  831번지 25호  ,3220000-101-1998-12689,중국식,꽃삼겹,206.37,역삼2동,상수도전용,2
3220000,2019,375,20191128,20190930,닭갈비두목,"서울특별시 강남구 논현로75길 13, (역삼동)",서울특별시 강남구 역삼동  747번지 10호  ,3220000-101-1998-13527,한식,"닭갈비,부대찌개",81.77,역삼1동,상수도전용,02 5649657
3220000,2019,378,20191128,20190930,향촌면옥,"서울특별시 강남구 압구정로29길 72-1, 지상1층 B2호 (압구정동)",서울특별시 강남구 압구정동  454번지  ,3220000-101-1978-17321,한식,냉면,67.75,압구정동,상수도전용,205467542
3220000,2019,380,20191128,20190930,(주)도라후구현복집,"서울특별시 강남구 도산대로50길 14, 지상1,2층 (논현동)","서울특별시 강남구 논현동  96번지 15호  지상1,2층",3220000-101-1999-20619,한식,복,245.97,논현1동,상수도전용,02 5116888
3220000,2021,303,20201001,20211116,파파호,"서울특별시 강남구 영동대로137길 3, (청담동)",서울특별시 강남구 청담동  71번지 20호  ,3220000-101-1984-16573,한식,,96.39,청담동,상수도전용,
3220000,2010,24,20100210,20100210,주식회사곰바우,"서울특별시 강남구 영동대로115길 10, 지하1층, 지상1층 (삼성동)",서울특별시 강남구 삼성동  76번지 10호  ,3220000-101-1984-15873,한식,양대창구이,155.81,삼성1동,상수도전용,02 5497513
3220000,2021,321,20211001,20211116,와인주막차차 압구정점,"서울특별시 강남구 언주로172길 59, 지상2층 (신사동)",서울특별시 강남구 신사동  662번지 11호  ,3220000-101-2014-00681,한식,고기구이,161,신사동,,
3220000,2021,22,20181001,20211116,배정철 어도,"서울특별시 강남구 언주로148길 14, 1층 (논현동)",서울특별시 강남구 논현동  98번지 12호  ,3220000-101-1994-07831,일식,샤브샤브,199.91,논현1동,상수도전용,2
3220000,2021,296,20201001,20211116,텐파 마라탕 마라샹꿔,"서울특별시 강남구 압구정로79길 49, 지상1층 (청담동)",서울특별시 강남구 청담동  126번지 7호  ,3220000-101-2018-00088,한식,마라탕,56.43,청담동,,02  515 1100
3220000,2021,297,20201001,20211116,다정한상,"서울특별시 강남구 언주로 118, 지하1층 13호 (도곡동, 우성캐릭터199)",서울특별시 강남구 도곡동  467번지 24호  우성캐릭터199,3220000-101-2020-00161,한식,백반,117.53,도곡1동,,
3220000,2021,298,20201001,20211116,주식회사 양인환대(본점),"서울특별시 강남구 강남대로42길 17, (도곡동,지상1,2층)","서울특별시 강남구 도곡동  954번지 16호  지상1,2층",3220000-101-2001-24222,한식,양갈비,245.29,도곡1동,상수도전용,220572412
3220000,2021,300,20201001,20211116,분짜라붐 역삼점,"서울특별시 강남구 테헤란로25길 13, 1,2층 (역삼동)",서울특별시 강남구 역삼동  644번지 10호  ,3220000-101-2017-01013,기타,분짜,186.24,역삼1동,,
3220000,2021,302,20201001,20211116,백년육일집,"서울특별시 강남구 언주로 430, 윤익빌딩 1층 101호 (역삼동)",서울특별시 강남구 역삼동  706번지 13호  윤익빌딩,3220000-101-2017-01266,한식,곰탕,178.47,역삼1동,,
3220000,2021,304,20200101,20211116,대찬횟집,"서울특별시 강남구 선릉로86길 16-3, 지하1층 (대치동)",서울특별시 강남구 대치동  897번지 23호  ,3220000-101-2017-00654,일식,"광어, 우럭",148.32,대치1동,,
3220000,2021,312,20201001,20211116,(주)닭으로가,"서울특별시 강남구 언주로172길 55, (신사동,(지상1층))",서울특별시 강남구 신사동  662번지 6호  (지상1층),3220000-101-2000-22512,한식,닭갈비,165.3,압구정동,상수도전용,2
3220000,2021,305,20201001,20211116,막둥이냉면,"서울특별시 강남구 삼성로 307, (대치동,지상1층)",서울특별시 강남구 대치동  941번지 16호  지상1층,3220000-101-2002-00675,호프/통닭,냉면,59.04,대치4동,상수도전용,5573188
3220000,2021,313,20201001,20211116,그랜드키친,"서울특별시 강남구 테헤란로 521, 지상1층 (삼성동)",서울특별시 강남구 삼성동  159번지 8호  지상1층,3220000-101-1988-07223,뷔페식,뷔페,1683,삼성1동,상수도전용,200000000
3220000,2021,306,20201001,20211116,아선재,"서울특별시 강남구 영동대로 333, 동원빌딩 지하1층 (대치동)",서울특별시 강남구 대치동  968번지 4호  동원빌딩,3220000-101-2019-00888,한식,한정식,702.31,대치1동,,02  63391112
3220000,2021,316,20201001,20211116,추풍령칼삼겹살,"서울특별시 강남구 도산대로51길 41, (신사동)",서울특별시 강남구 신사동  657번지 21호  ,3220000-101-1997-20601,한식,"삼겹살, 샤브샤브",35.28,압구정동,상수도전용,
3220000,2021,319,20211001,20211116,순리대로,"서울특별시 강남구 논현로28길 13, 지상1층 (도곡동)",서울특별시 강남구 도곡동  518번지 4호  ,3220000-101-2020-00480,한식,순대국밥,227.8,도곡1동,,
3220000,2021,320,20201001,20211116,동천홍 학동점,"서울특별시 강남구 논현로132길 29, 지상2층 (논현동)",서울특별시 강남구 논현동  85번지 1호  ,3220000-101-2012-00223,한식,"자장면, 짬뽕",216.53,논현2동,,
3220000,2021,323,20211001,20211116,닭한마리 감자탕,"서울특별시 강남구 강남대로152길 14, (신사동,1층)",서울특별시 강남구 신사동  513번지 2호  1층,3220000-101-2001-24264,한식,감자탕,128.7,신사동,상수도전용,
3220000,2021,326,20211001,20211116,취향의공간,"서울특별시 강남구 도산대로1길 16, (신사동)",서울특별시 강남구 신사동  511번지 19호  ,3220000-101-1991-13023,한식,두부김치,95.72,신사동,상수도전용,2
3220000,2021,329,20211001,20211116,봉추찜닭주공공이,"서울특별시 강남구 강남대로 442, (역삼동,흥국빌딩별관2층)",서울특별시 강남구 역삼동  814번지 5호  흥국빌딩별관2층,3220000-101-2001-24054,한식,찜닭,84,역삼1동,상수도전용,02 5654593
3220000,2021,331,20211001,20211116,대가,"서울특별시 강남구 봉은사로4길 22, 지상1층 (역삼동)",서울특별시 강남구 역삼동  810번지 13호  ,3220000-101-2011-00708,한식,만두전골,110,역삼1동,,
3220000,2010,20,20100210,20100210,남도구들 한정식,"서울특별시 강남구 테헤란로 437, (삼성동)",서울특별시 강남구 삼성동  144번지 22호  ,3220000-101-1994-14818,한식,해초남도음식,357.2,삼성2동,상수도전용,02 5628800
3220000,2011,6,20110816,20110816,대우식당,"서울특별시 강남구 테헤란로25길 34, (역삼동,지상1층)",서울특별시 강남구 역삼동  641번지 18호  지상1층,3220000-101-2004-00963,분식,부대찌개,201.65,역삼1동,상수도전용,02 5537118
3220000,2014,156,20141006,20141006,(주)평가옥 푸드시스템 역삼점,"서울특별시 강남구 논현로 519, 지하1, 지상1층 (역삼동)","서울특별시 강남구 역삼동  641번지 8호  지하1, 지상1",3220000-101-2013-00982,한식,냉면,193.64,역삼1동,,
3220000,2016,155,20161125,20161125,예담한우,"서울특별시 강남구 테헤란로25길 28, (역삼동,충암빌딩 지상1층)",서울특별시 강남구 역삼동  641번지 16호  충암빌딩 지상1층,3220000-101-2008-00363,한식,고기구이,257.25,역삼1동,상수도전용,
3220000,2010,29,20100210,20100210,강가,"서울특별시 강남구 논현로 508, (역삼동,GS타워 지하1층)",서울특별시 강남구 역삼동  679번지 0호  GS타워 지하1층,3220000-101-2007-01035,경양식,커리,122.34,역삼1동,상수도전용,02  20050610
3220000,2016,165,20161125,20161125,꽃새우 영번지,"서울특별시 강남구 언주로 536, (역삼동,1층)",서울특별시 강남구 역삼동  689번지 6호  1층,3220000-101-2011-00666,한식,새우구이,165,역삼1동,상수도전용,
3220000,2010,38,20100210,20100210,강남목장,"서울특별시 강남구 논현로86길 34, (역삼동,지상1층)",서울특별시 강남구 역삼동  725번지 25호  지상1층,3220000-101-2001-23560,한식,생고기 구이,360,역삼2동,상수도전용,2
3220000,2010,39,20100210,20100210,루안,"서울특별시 강남구 논현로 430, (역삼동)",서울특별시 강남구 역삼동  726번지  ,3220000-101-1992-12883,중국식,중국요리,509,역삼2동,상수도전용,02 5625566
3220000,2021,315,20201001,20211116,압구정제주집(狎鷗亭濟州緝),"서울특별시 강남구 논현로152길 36, 지상1층 (신사동)",서울특별시 강남구 신사동  588번지 12호  ,3220000-101-2020-00574,한식,"삼겹살, 특수부위",67.01,신사동,,
3220000,2023,297,20231010,20231123,구이가,"서울특별시 강남구 광평로56길 14, (수서동,지상1층)",서울특별시 강남구 수서동  726번지 3호  지상1층,3220000-101-2009-00318,경양식,한식,140,수서동,상수도전용,
3220000,2016,5,20161125,20161125,리미티드 하누 Limited HANU,"서울특별시 강남구 논현로10길 29, 지상2층 (개포동)",서울특별시 강남구 개포동  1197번지 2호  지상2층,3220000-101-2013-00224,한식,한정식,532,개포4동,,02  34950092
3220000,2021,330,20211001,20211116,삼식이감자탕,"서울특별시 강남구 역삼로19길 9, (역삼동,지상1층)",서울특별시 강남구 역삼동  748번지 26호  지상1층,3220000-101-2011-00613,한식,,160,역삼1동,상수도전용,
3220000,2010,61,20100730,20100915,임고집 한우＆보쌈마을,"서울특별시 강남구 테헤란로104길 11, (대치동,지상1층)",서울특별시 강남구 대치동  996번지 12호  지상1층,3220000-101-2009-00675,한식,고기,374.33,대치2동,,
3220000,2023,306,20231010,20231123,뒤끝,"서울특별시 강남구 테헤란로104길 8, 지상1층 (대치동)",서울특별시 강남구 대치동  995번지 21호  ,3220000-101-2021-00197,한식,"곱창전골, 갈비",126.56,대치1동,,
